Numero,Proveedor,Almacen,Fecha,Estatus,Moneda,TipoCambio,Solicitados,Recibidos,Pendientes,DiasDeCredito,ElaboradoPor,Comentarios,Subtotal,IVA,Total,SubtotalMXN,IVAMXN,TotalMXN
2300,VIRESA,Matriz,29/10/2024,Surtida,MXN,1.000000,7.000000,7.000000,0.000000,30,Josefina Nava ,"223212(11), 223850",1731.75,277.08,2008.83,1731.750000,277.080000,2008.830000
2299,RODVAL,Matriz,29/10/2024,Aprobada,MXN,1.000000,2.000000,0.000000,2.000000,0,Josefina Nava ,PETRAMIN (COT. 24-1253-L),4156.54,665.05,4821.59,4156.540000,665.050000,4821.590000
2298,ECODELI,Matriz,25/10/2024,Surtida,MXN,1.000000,87.000000,87.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,4527.69,724.43,5252.12,4527.690000,724.430000,5252.120000
2297,WALMART,Matriz,25/10/2024,Surtida,MXN,1.000000,16.000000,16.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,1752,0,1752,1752.000000,0.000000,1752.000000
2296,PESO,Matriz,25/10/2024,Surtida,MXN,1.000000,244.000000,244.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,4440.72,710.52,5151.24,4440.720000,710.520000,5151.240000
2295,FANASA,Matriz,24/10/2024,Aprobada,MXN,1.000000,6.000000,0.000000,6.000000,0,Josefina Nava ,PASS,1257.98,201.28,1459.26,1257.980000,201.280000,1459.260000
2294,KABLA COMERCIAL,Matriz,24/10/2024,Aprobada,MXN,1.000000,4.000000,0.000000,4.000000,0,Josefina Nava ,PASS,3156.3,505.01,3661.31,3156.300000,505.010000,3661.310000
2293,ECODELI,Matriz,24/10/2024,Surtida,MXN,1.000000,525.000000,525.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,7819.2,1251.07,9070.27,7819.200000,1251.070000,9070.270000
2292,RS,Matriz,24/10/2024,Surtida,MXN,1.000000,1.000000,1.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,1250,200,1450,1250.000000,200.000000,1450.000000
2291,PYM IRAPUATO,Matriz,24/10/2024,Aprobada,MXN,1.000000,9.000000,0.000000,9.000000,0,Josefina Nava ,PASS (24-1260-L),466.84,46.36,513.2,466.840000,46.360000,513.200000
2290,BASICOS,Matriz,24/10/2024,Surtida,MXN,1.000000,60.000000,60.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,3474,0,3474,3474.000000,0.000000,3474.000000
2289,COCISA,Matriz,24/10/2024,Surtida,MXN,1.000000,9.000000,9.000000,0.000000,0,Josefina Nava ,"224616(4), JAPAMI 30943(24-1282-L)",1296,207.36,1503.36,1296.000000,207.360000,1503.360000
2288,VIRESA,Matriz,24/10/2024,Surtida,MXN,1.000000,2.000000,2.000000,0.000000,30,Josefina Nava ,DR. JOSÉ GOMEZ UPP (24-1298-L),2307.66,369.23,2676.89,2307.660000,369.230000,2676.890000
2287,COCISA,Matriz,24/10/2024,Surtida,MXN,1.000000,3.000000,3.000000,0.000000,0,Josefina Nava ,"224362, 224598",2677.8,428.45,3106.25,2677.800000,428.450000,3106.250000
2286,SUFARMED,Matriz,23/10/2024,Surtida,MXN,1.000000,10.000000,10.000000,0.000000,30,Josefina Nava ,190864 AMPLIACION,754.72,120.76,875.48,754.720000,120.760000,875.480000
2285,LA FRESA ,Matriz,23/10/2024,Surtida,MXN,1.000000,5.000000,5.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,145,0,145,145.000000,0.000000,145.000000
2284,SUFARMED,Matriz,22/10/2024,Surtida,MXN,1.000000,37.000000,37.000000,0.000000,30,Josefina Nava ,222178,975.47,118.07,1093.54,975.470000,118.070000,1093.540000
2283,RODVAL,Matriz,21/10/2024,Aprobada,MXN,1.000000,1.000000,0.000000,1.000000,0,Josefina Nava ,223432(20),2484.25,397.48,2881.73,2484.250000,397.480000,2881.730000
2282,ZAOLI,Matriz,21/10/2024,Surtida,MXN,1.000000,15.000000,15.000000,0.000000,30,Carmen Irianda ,,3525,564,4089,3525.000000,564.000000,4089.000000
2281,RS,Matriz,21/10/2024,Surtida,MXN,1.000000,84.000000,84.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,1271.55,203.45,1475,1271.550000,203.450000,1475.000000
2280,VELAQUIN,Matriz,21/10/2024,Surtida,MXN,1.000000,10.000000,10.000000,0.000000,30,Josefina Nava ,224042,2029.6,324.74,2354.34,2029.600000,324.740000,2354.340000
2279,ENRIQUE GOMEZ SANCHEZ (MADERERIA MIL CUMBRES),Matriz,18/10/2024,Aprobada,MXN,1.000000,5.000000,0.000000,5.000000,0,Josefina Nava ,223609,2221.38,355.42,2576.8,2221.380000,355.420000,2576.800000
2278,CONTRO TECNICO Y REPRESENTACIONES SA DE CV,Matriz,18/10/2024,Aprobada,MXN,1.000000,1.000000,0.000000,1.000000,0,Josefina Nava ,224083,2431.5,389.04,2820.54,2431.500000,389.040000,2820.540000
2277,JARCERIA RAMIREZ,Matriz,18/10/2024,Surtida,MXN,1.000000,280.000000,280.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,8680,0,8680,8680.000000,0.000000,8680.000000
2276,LA FRESA ,Matriz,18/10/2024,Surtida,MXN,1.000000,225.000000,225.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,3730,0,3730,3730.000000,0.000000,3730.000000
2275,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,18/10/2024,Surtida,MXN,1.000000,200.000000,200.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,39388,6302.08,45690.08,39388.000000,6302.080000,45690.080000
2274,LA FRESA ,Matriz,18/10/2024,Surtida,MXN,1.000000,13.000000,13.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,71.5,0,71.5,71.500000,0.000000,71.500000
2273,IKMAR GARRAFONES,Matriz,18/10/2024,Surtida,MXN,1.000000,220.000000,220.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,4840,0,4840,4840.000000,0.000000,4840.000000
2272,JARCIERIA VALERIA,Matriz,18/10/2024,Surtida,MXN,1.000000,36.000000,36.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,1368,0,1368,1368.000000,0.000000,1368.000000
2271,BASICOS,Matriz,18/10/2024,Surtida,MXN,1.000000,457.000000,457.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,9959.5,0,9959.5,9959.500000,0.000000,9959.500000
2270,AROMATICOS Y QUIMICOS DEL CENTRO,Matriz,17/10/2024,Surtida,MXN,1.000000,110.000000,110.000000,0.000000,0,Carmen Irianda ,,5030.5,804.88,5835.38,5030.500000,804.880000,5835.380000
2269,VELAQUIN,Matriz,16/10/2024,Surtida,MXN,1.000000,46.000000,46.000000,0.000000,30,Josefina Nava ,"223463(1,7,11), 223518(2,12,13)",3976.7,636.27,4612.97,3976.700000,636.270000,4612.970000
2268,VIRESA,Matriz,16/10/2024,Surtida,MXN,1.000000,7.000000,7.000000,0.000000,30,Josefina Nava ,"223518(6), 190864 AMPLIACION(6), 190740",5488.6,878.18,6366.78,5488.600000,878.180000,6366.780000
2267,ENRIQUE GOMEZ SANCHEZ (MADERERIA MIL CUMBRES),Matriz,16/10/2024,Aprobada,MXN,1.000000,20.000000,0.000000,20.000000,0,Josefina Nava ,223974,3013.53,482.17,3495.7,3013.530000,482.170000,3495.700000
2266,RODVAL,Matriz,16/10/2024,Aprobada,MXN,1.000000,9.000000,0.000000,9.000000,0,Josefina Nava ,,16682.06,2669.13,19351.19,16682.060000,2669.130000,19351.190000
2265,LA FRESA ,Matriz,15/10/2024,Surtida,MXN,1.000000,54.000000,54.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,1166,0,1166,1166.000000,0.000000,1166.000000
2264,RS,Matriz,15/10/2024,Surtida,MXN,1.000000,14.000000,14.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,2287.93,366.07,2654,2287.930000,366.070000,2654.000000
2263,ECODELI,Matriz,11/10/2024,Surtida,MXN,1.000000,640.000000,640.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,11659.8,1865.57,13525.37,11659.800000,1865.570000,13525.370000
2262,RS,Matriz,11/10/2024,Surtida,MXN,1.000000,2.000000,2.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,2844.83,455.17,3300,2844.830000,455.170000,3300.000000
2261,PESO,Matriz,11/10/2024,Surtida,MXN,1.000000,14.000000,14.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,5670,907.2,6577.2,5670.000000,907.200000,6577.200000
2260,IKMAR GARRAFONES,Matriz,11/10/2024,Cancelada,MXN,1.000000,30.000000,0.000000,30.000000,0,Daniel Alejandro Calderon Hernández,,600,0,600,600.000000,0.000000,600.000000
2259,JARCIERIA VALERIA,Matriz,11/10/2024,Surtida,MXN,1.000000,120.000000,120.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,3900,0,3900,3900.000000,0.000000,3900.000000
2258,CAPSALAB,Matriz,10/10/2024,Aprobada,MXN,1.000000,3.000000,0.000000,3.000000,0,Josefina Nava ,"224008, 224240(1)",15489.6,2478.34,17967.94,15489.600000,2478.340000,17967.940000
2257,MIGUEL ANGEL RODRIGUEZ MARTINEZ (STANFORD DEPOSITO DENTAL),Matriz,10/10/2024,Aprobada,MXN,1.000000,2.000000,0.000000,2.000000,0,Josefina Nava ,190864 (AMPLIACION),262.45,41.99,304.44,262.450000,41.990000,304.440000
2256,CAPSALAB,Matriz,10/10/2024,Aprobada,MXN,1.000000,34.000000,0.000000,34.000000,0,Josefina Nava ,"224240(2), 224414",14112,2257.92,16369.92,14112.000000,2257.920000,16369.920000
2255,LA FRESA ,Matriz,10/10/2024,Surtida,MXN,1.000000,10.000000,10.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,170,0,170,170.000000,0.000000,170.000000
2254,RS,Matriz,09/10/2024,Surtida,MXN,1.000000,52.000000,52.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,611.2,97.79,708.99,611.200000,97.790000,708.990000
2253,KABLA COMERCIAL,Matriz,08/10/2024,Surtida,MXN,1.000000,50.000000,50.000000,0.000000,0,Carmen Irianda ,,3706,592.96,4298.96,3706.000000,592.960000,4298.960000
2252,LA FRESA ,Matriz,08/10/2024,Surtida,MXN,1.000000,10.000000,10.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,305,0,305,305.000000,0.000000,305.000000
2251,BOTELLO ,Matriz,08/10/2024,Surtida,MXN,1.000000,326.000000,326.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,1503.6,0,1503.6,1503.600000,0.000000,1503.600000
2250,DIKYSA,Matriz,07/10/2024,Aprobada,MXN,1.000000,15.000000,0.000000,15.000000,0,Josefina Nava ,223351,26040,4166.4,30206.4,26040.000000,4166.400000,30206.400000
2249,RS,Matriz,07/10/2024,Surtida,MXN,1.000000,49.000000,49.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,7321.55,1171.45,8493,7321.550000,1171.450000,8493.000000
2248,COCISA,Matriz,04/10/2024,Surtida,MXN,1.000000,5.000000,5.000000,0.000000,0,Josefina Nava ,"223212(6), 224240(3)",1337.4,213.98,1551.38,1337.400000,213.980000,1551.380000
2247,VIRESA,Matriz,04/10/2024,Surtida,MXN,1.000000,113.000000,113.000000,0.000000,30,Josefina Nava ,223212,5614.4,898.3,6512.7,5614.400000,898.300000,6512.700000
2246,TRAIDENT,Matriz,04/10/2024,Surtida,MXN,1.000000,4.000000,4.000000,0.000000,0,Carmen Irianda ,"ENTREGA EN IRAPUATO, DOMICILIO: BUFALO 1014, COL. GANADERA IRAPUATO GTO CP 36655 ATENCIÓN: DANIEL ALEJANDRO CALDERON HERNÁNDEZ",17700,2832,20532,17700.000000,2832.000000,20532.000000
2245,FERRETERIA MODELO DEL BAJIO,Matriz,04/10/2024,Surtida,MXN,1.000000,9.000000,9.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,3281.06,524.97,3806.03,3281.060000,524.970000,3806.030000
2244,UNLINE,Matriz,03/10/2024,Surtida,MXN,1.000000,5.000000,5.000000,0.000000,30,Josefina Nava ,LA CANTERA CUE120,52860.06,8457.61,61317.67,52860.060000,8457.610000,61317.670000
2243,FANASA,Matriz,03/10/2024,Aprobada,MXN,1.000000,10.000000,0.000000,10.000000,0,Josefina Nava ,LIC. ULISES Y 223351(4),1379.72,191.7,1571.42,1379.720000,191.700000,1571.420000
2242,MEDICINE DEPOT,Matriz,03/10/2024,Aprobada,MXN,1.000000,60.000000,0.000000,60.000000,0,Josefina Nava ,PEC Y LIC. ULISES,1429.1,13.81,1442.91,1429.100000,13.810000,1442.910000
2241,SUPROMED,Matriz,03/10/2024,Surtida,MXN,1.000000,10.000000,10.000000,0.000000,30,Josefina Nava ,LA CANTERA TAL240,2062.5,0,2062.5,2062.500000,0.000000,2062.500000
2240,ENRIQUE GOMEZ SANCHEZ (MADERERIA MIL CUMBRES),Matriz,03/10/2024,Aprobada,MXN,1.000000,13.000000,0.000000,13.000000,0,Josefina Nava ,223650,2171.47,347.43,2518.9,2171.470000,347.430000,2518.900000
2239,RS,Matriz,03/10/2024,Surtida,MXN,1.000000,15.000000,15.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,9430.47,1508.88,10939.35,9430.470000,1508.880000,10939.350000
2238,BASICOS,Matriz,03/10/2024,Surtida,MXN,1.000000,162.000000,162.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,5771,0,5771,5771.000000,0.000000,5771.000000
2237,RS,Matriz,03/10/2024,Surtida,MXN,1.000000,63.000000,63.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,12765.52,2042.48,14808,12765.520000,2042.480000,14808.000000
2236,RS,Matriz,03/10/2024,Surtida,MXN,1.000000,18.000000,18.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,5474.14,875.86,6350,5474.140000,875.860000,6350.000000
2235,"PROFENAL, ELECTRON",Matriz,02/10/2024,Surtida,MXN,1.000000,29.000000,29.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,1256.08,200.97,1457.05,1256.080000,200.970000,1457.050000
2234,SUFARMED,Matriz,28/09/2024,Surtida,MXN,1.000000,80.000000,80.000000,0.000000,30,Josefina Nava ,PASS 0000247-000-PO (24-1123-L),2711.69,25.33,2737.02,2711.690000,25.330000,2737.020000
2233,SUFARMED,Matriz,28/09/2024,Surtida,MXN,1.000000,111.000000,111.000000,0.000000,30,Josefina Nava ,PASS  0000247-000-PO (24-1123-L),3242.1,0,3242.1,3242.100000,0.000000,3242.100000
2232,SUFARMED,Matriz,28/09/2024,Surtida,MXN,1.000000,59.000000,59.000000,0.000000,30,Josefina Nava ,"223213(5,6,10,16,18), 222137(7,10)",721.95,14.58,736.53,721.950000,14.580000,736.530000
2231,VELAQUIN,Matriz,28/09/2024,Surtida,MXN,1.000000,2.000000,2.000000,0.000000,30,Josefina Nava ,JAPAMI 30775,1874.35,299.9,2174.25,1874.350000,299.900000,2174.250000
2230,VELAQUIN,Matriz,28/09/2024,Surtida,MXN,1.000000,40.000000,40.000000,0.000000,30,Josefina Nava ,"222914(1,3)",1768.9,283.02,2051.92,1768.900000,283.020000,2051.920000
2229,VELAQUIN,Matriz,28/09/2024,Surtida,MXN,1.000000,36.000000,36.000000,0.000000,30,Josefina Nava ,"221885(15), 222227(1), 222451(1), 222467(2,10)",3437.2,549.95,3987.15,3437.200000,549.950000,3987.150000
2228,AQUALIFE,Matriz,28/09/2024,Surtida,MXN,1.000000,5000.000000,5000.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,4050,648,4698,4050.000000,648.000000,4698.000000
2227,CYVSA,Matriz,27/09/2024,Aprobada,MXN,1.000000,3.000000,0.000000,3.000000,0,Carmen Irianda ,ORDEN DE COMPRA EN USD  TIEMPO DE ENTREGA 8 A 10 SEMANAS,687,109.92,796.92,687.000000,109.920000,796.920000
2226,ZETTER,Matriz,27/09/2024,Aprobada,MXN,1.000000,4001.000000,0.000000,4001.000000,0,Carmen Irianda ,,9000,1440,10440,9000.000000,1440.000000,10440.000000
2225,BASICOS,Matriz,27/09/2024,Surtida,MXN,1.000000,120.000000,120.000000,0.000000,0,Carmen Irianda ,,3206.9,513.1,3720,3206.900000,513.100000,3720.000000
2224,ECODELI,Matriz,27/09/2024,Surtida,MXN,1.000000,136.000000,136.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,5851.46,936.23,6787.69,5851.460000,936.230000,6787.690000
2223,LA FRESA ,Matriz,27/09/2024,Surtida,MXN,1.000000,300.000000,300.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,9300,0,9300,9300.000000,0.000000,9300.000000
2222,PESO,Matriz,26/09/2024,Surtida,MXN,1.000000,139.000000,139.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,2770.18,443.23,3213.41,2770.180000,443.230000,3213.410000
2221,GET GREEN DE MEXICO S DE RL DE CV,Matriz,26/09/2024,Surtida,MXN,1.000000,1.000000,1.000000,0.000000,0,Carmen Irianda ,,2901.72,464.28,3366,2901.720000,464.280000,3366.000000
2220,PESO,Matriz,26/09/2024,Surtida,MXN,1.000000,204.000000,204.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,3456.59,553.05,4009.64,3456.590000,553.050000,4009.640000
2219,ENRIQUE GOMEZ SANCHEZ (MADERERIA MIL CUMBRES),Matriz,26/09/2024,Aprobada,MXN,1.000000,77.000000,0.000000,77.000000,0,Josefina Nava ,223715,19871.03,3179.37,23050.4,19871.030000,3179.370000,23050.400000
2218,FANASA,Matriz,25/09/2024,Aprobada,MXN,1.000000,19.000000,0.000000,19.000000,0,Josefina Nava ,PEC (24-1147-L),1844.65,0,1844.65,1844.650000,0.000000,1844.650000
2217,SUFARMED,Matriz,24/09/2024,Surtida,MXN,1.000000,2.000000,2.000000,0.000000,30,Josefina Nava ,DRA CECI (DR DAVID),155.7,0,155.7,155.700000,0.000000,155.700000
2216,SUFARMED,Matriz,24/09/2024,Surtida,MXN,1.000000,20.000000,20.000000,0.000000,30,Josefina Nava ,190665(2),440.6,70.5,511.1,440.600000,70.500000,511.100000
2215,UNLINE,Matriz,24/09/2024,Surtida,MXN,1.000000,2.000000,2.000000,0.000000,30,Josefina Nava ,222135,856.02,136.96,992.98,856.020000,136.960000,992.980000
2214,RS,Matriz,24/09/2024,Surtida,MXN,1.000000,280.000000,280.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,27034.48,4325.52,31360,27034.480000,4325.520000,31360.000000
2213,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,24/09/2024,Surtida,MXN,1.000000,22.000000,22.000000,0.000000,0,Carmen Irianda ,SE ENTREGA A COMERECO CUANDO SE HAGA LA ENTREGA EN SERVICIOS PÚBLICOS,5633.88,901.42,6535.3,5633.880000,901.420000,6535.300000
2212,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,24/09/2024,Surtida,MXN,1.000000,249.000000,249.000000,0.000000,0,Carmen Irianda ,SE ENTREGA EN SERVICIOS PÚBLICOS,61334.4,9813.5,71147.9,61334.400000,9813.500000,71147.900000
2211,UNLINE,Matriz,24/09/2024,Surtida,MXN,1.000000,2.000000,2.000000,0.000000,30,Josefina Nava ,216146(2),4243.36,678.94,4922.3,4243.360000,678.940000,4922.300000
2210,GINEZ,Matriz,23/09/2024,Surtida,MXN,1.000000,400.000000,400.000000,0.000000,0,Carmen Irianda ,,3206.9,513.1,3720,3206.900000,513.100000,3720.000000
2209,ECOBOLSA,Matriz,23/09/2024,Surtida,MXN,1.000000,650.000000,650.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,15600,0,15600,15600.000000,0.000000,15600.000000
2208,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,23/09/2024,Surtida,MXN,1.000000,390.000000,390.000000,0.000000,0,Carmen Irianda ,,87441.48,13990.64,101432.12,87441.480000,13990.640000,101432.120000
2207,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,23/09/2024,Surtida,MXN,1.000000,320.000000,320.000000,0.000000,0,Carmen Irianda ,,76032.8,12165.25,88198.05,76032.800000,12165.250000,88198.050000
2206,ZAOLI,Matriz,23/09/2024,Surtida,MXN,1.000000,20.000000,20.000000,0.000000,30,Carmen Irianda ,UNIFORME EN AZUL MARINO MANGA LARGA 80%POLIESTER 20% ALGODÓN,4900,784,5684,4900.000000,784.000000,5684.000000
2205,LA FRESA ,Matriz,23/09/2024,Surtida,MXN,1.000000,54.000000,54.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,2524.5,0,2524.5,2524.500000,0.000000,2524.500000
2204,ECODELI,Matriz,21/09/2024,Surtida,MXN,1.000000,185.000000,185.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,10331,1652.96,11983.96,10331.000000,1652.960000,11983.960000
2203,RS,Matriz,21/09/2024,Surtida,MXN,1.000000,351.000000,351.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,9672.55,1547.61,11220.16,9672.550000,1547.610000,11220.160000
2202,MIGUEL ANGEL RODRIGUEZ MARTINEZ (STANFORD DEPOSITO DENTAL),Matriz,20/09/2024,Aprobada,MXN,1.000000,11.000000,0.000000,11.000000,0,Josefina Nava ,"223601, 190864(3)",3469.22,555.08,4024.3,3469.220000,555.080000,4024.300000
2201,LA FRESA ,Matriz,20/09/2024,Cancelada,MXN,1.000000,275.000000,0.000000,275.000000,0,Daniel Alejandro Calderon Hernández,,4880,296,5176,4880.000000,296.000000,5176.000000
2200,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,20/09/2024,Surtida,MXN,1.000000,92.000000,92.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,11210.1,1793.62,13003.72,11210.100000,1793.620000,13003.720000
2199,SUPER GEL,Matriz,20/09/2024,Surtida,MXN,1.000000,30.000000,30.000000,0.000000,0,Carmen Irianda ,,9918,1586.88,11504.88,9918.000000,1586.880000,11504.880000
2198,PYM IRAPUATO,Matriz,20/09/2024,Aprobada,MXN,1.000000,7.000000,0.000000,7.000000,0,Josefina Nava ,222178,328.25,0,328.25,328.250000,0.000000,328.250000
2197,VIRESA,Matriz,19/09/2024,Surtida,MXN,1.000000,4.000000,4.000000,0.000000,30,Josefina Nava ,"223075(5,9,10), 223076(3)",2447.24,391.56,2838.8,2447.240000,391.560000,2838.800000
2196,VIRESA,Matriz,19/09/2024,Surtida,MXN,1.000000,100.000000,100.000000,0.000000,30,Josefina Nava ,222467(1),795,127.2,922.2,795.000000,127.200000,922.200000
2195,VIRESA,Matriz,19/09/2024,Surtida,MXN,1.000000,3.000000,3.000000,0.000000,30,Josefina Nava ,,3039.56,486.33,3525.89,3039.560000,486.330000,3525.890000
2194,RS,Matriz,19/09/2024,Surtida,MXN,1.000000,3.000000,3.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,631.9,101.1,733,631.900000,101.100000,733.000000
2193,LA FRESA ,Matriz,19/09/2024,Surtida,MXN,1.000000,24.000000,24.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,129,0,129,129.000000,0.000000,129.000000
2192,BOTELLO ,Matriz,18/09/2024,Surtida,MXN,1.000000,231.000000,231.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,3326.4,0,3326.4,3326.400000,0.000000,3326.400000
2191,OLIVIA RODRIGUEZ GARCIA (GARDENT IRAPUATO),Matriz,18/09/2024,Aprobada,MXN,1.000000,4.000000,0.000000,4.000000,0,Josefina Nava ,223601 (2 PIEZAS DE C/U),1050,168,1218,1050.000000,168.000000,1218.000000
2190,GINEZ,Matriz,18/09/2024,Surtida,MXN,1.000000,400.000000,400.000000,0.000000,0,Carmen Irianda ,,3206.9,513.1,3720,3206.900000,513.100000,3720.000000
2189,DICOLOR,Matriz,18/09/2024,Aprobada,MXN,1.000000,5.000000,0.000000,5.000000,21,Carmen Irianda ,,7875,1260,9135,7875.000000,1260.000000,9135.000000
2188,RODVAL,Matriz,17/09/2024,Aprobada,MXN,1.000000,1.000000,0.000000,1.000000,0,Josefina Nava ,223036,1843.97,295.04,2139.01,1843.970000,295.040000,2139.010000
2187,ALCOHOLERA DEL CENTRO,Matriz,17/09/2024,Aprobada,MXN,1.000000,5.000000,0.000000,5.000000,0,Josefina Nava ,ALTOPRO IRA-015681,3232.75,517.24,3749.99,3232.750000,517.240000,3749.990000
2186,CAPSALAB,Matriz,17/09/2024,Aprobada,MXN,1.000000,2.000000,0.000000,2.000000,0,Josefina Nava ,,8803.2,1408.51,10211.71,8803.200000,1408.510000,10211.710000
2185,KABLA COMERCIAL,Matriz,17/09/2024,Aprobada,MXN,1.000000,20.000000,0.000000,20.000000,0,Josefina Nava ,PASS,29692.2,4750.75,34442.95,29692.200000,4750.750000,34442.950000
2184,DECASA,Matriz,17/09/2024,Surtida,MXN,1.000000,4085.000000,4085.000000,0.000000,0,Daniel Alejandro Calderon Hernández,,120388.09,0,120388.09,120388.090000,0.000000,120388.090000
2183,PROLIMPIEZA,Matriz,17/09/2024,Surtida,MXN,1.000000,6601.000000,6601.000000,0.000000,0,Carmen Irianda ,"PRODUCTOS ENTREGADOS EN CAJA, TIEMPO MÁXIMO DE ENTREGA 3 SEMANAS. ADELANTAR ENTREGAR PRIMERO 50% DE CLORO Y 50% DE SHAMPOO. ANTICIPO 50% LIQUIDACIÓN CONTRA AVISO DE ENTREGA DEL PRODUCTO",121716.02,19474.56,141190.58,121716.020000,19474.560000,141190.580000
2182,BOTELLO ,Matriz,17/09/2024,Cancelada,MXN,1.000000,88.000000,0.000000,88.000000,0,Daniel Alejandro Calderon Hernández,,1175.86,188.14,1364,1175.860000,188.140000,1364.000000
2181,LA FRESA ,Matriz,17/09/2024,Cancelada,MXN,1.000000,54.000000,0.000000,54.000000,0,Daniel Alejandro Calderon Hernández,,2362.5,0,2362.5,2362.500000,0.000000,2362.500000
2180,MARIA VERONICA DOMINGUEZ LOPEZ (LIMPIADORES),Matriz,17/09/2024,Cancelada,MXN,1.000000,981.000000,0.000000,981.000000,0,Daniel Alejandro Calderon Hernández,,230442.56,36870.81,267313.37,230442.560000,36870.810000,267313.370000
2179,RS,Matriz,17/09/2024,Cancelada,MXN,1.000000,146.000000,0.000000,146.000000,15,Daniel Alejandro Calderon Hernández,,10973.35,1755.74,12729.09,10973.350000,1755.740000,12729.090000
2178,ECOBOLSA,Matriz,17/09/2024,Cancelada,MXN,1.000000,650.000000,0.000000,650.000000,0,Daniel Alejandro Calderon Hernández,,15600,0,15600,15600.000000,0.000000,15600.000000
2177,ECODELI,Matriz,17/09/2024,Surtida,MXN,1.000000,460.000000,460.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,17848.73,2855.8,20704.53,17848.730000,2855.800000,20704.530000
2176,"PROFENAL, ELECTRON",Matriz,17/09/2024,Surtida,MXN,1.000000,23.000000,23.000000,0.000000,30,Daniel Alejandro Calderon Hernández,,2106.93,337.11,2444.04,2106.930000,337.110000,2444.040000
2175,RS,Matriz,17/09/2024,Surtida,MXN,1.000000,17.000000,17.000000,0.000000,15,Daniel Alejandro Calderon Hernández,,3521.55,563.45,4085,3521.550000,563.450000,4085.000000
2174,SAMS,Matriz,17/09/2024,Surtida,MXN,1.000000,43.000000,43.000000,0.000000,0,Carmen Irianda ,,3267.05,522.73,3789.78,3267.050000,522.730000,3789.780000
2173,OLIVIA RODRIGUEZ GARCIA (GARDENT IRAPUATO),Matriz,17/09/2024,Aprobada,MXN,1.000000,7.000000,0.000000,7.000000,0,Josefina Nava ,"PASS, 222137",400.86,64.14,465,400.860000,64.140000,465.000000
