No Cliente,No Cuenta,Nombre Comercial,Razón Social,Monto de Crédito,Días de Crédito,Email,Sucursal,Método de Pago,Términos de Pago,Lista de Precios,RFC,Teléfonos,CP,Municipio,Colonia,No Ext,No Interior,Estado,Localidad,Calle,EntreCalle1,EntreCalle2,Descuento Pactado,Fuente,Vendedor,Notas,Uso CFDI
1208,,INSTITUTO TECNOLOGICO SUPERIOR DEL SUR DE GUANAJUATO,INSTITUTO TECNOLOGICO SUPERIOR DEL SUR DE GUANAJUATO,0.00,30,rec_materiales@itsur.edu.mx,,Efectivo,,A,ITS980526EI2,4454577468 AL 71 EXT 124,38982,Uriangato,JUAREZ,2000,,Guanajuato,,AV. EDUCACION SUPERIOR,,,0.00,,,,G03
1160,,HOSPITAL LAS JOYAS,HOSPITAL LAS JOYAS,0.00,30,jjhernandezh@guanajuato.gob.mx; mpereza@guanajuato.gob.mx; ispg.0847@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1022,,CAISES CELAYA JURISDICCIION III ,CAISES CELAYA JURISDICCIION III ,0.00,30,ispg.0708@guanajuto.gob.mx; groldanv@guanajuato.gob.mx; acervantess@guanajuato.gob.mx ,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1234,,MATERNO DE IRAPUATO,MATERNO DE IRAPUATO,0.00,30,mgonzaleza@guanajuato.gob.mx; ispg.0845@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1079,,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE GUANAJUATO,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE GUANAJUATO,0.00,30,,,Efectivo,,A,CEC921110D70,,37536,León,JARDINES DE LA PRADERA,204,,Guanajuato,,MAR DE TIMOR,,,0.00,,,,G03
1178,,"HUMANO, HUMANO","HUMANO , HUMANO SOL MEX",0.00,30,gerencia.qro@solucionesalaorden.com,,Efectivo,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1151,,HOSPITAL DOLORES HIDALGO,HOSPITAL DOLORES HIDALGO,0.00,30,facturashd@hotmail.com; ispg.0804@guanajuato.gob.mx,,,,A,XAXX010101000,,,Dolores Hidalgo Cuna de la Independencia Nacional,.,.,,Guanajuato,,.,,,0.00,,,,G03
1259,,SECRETARIA DE EDUCACION SAN LUIS DE LA PAZ,SECRETARIA DE EDUCACION SAN LUIS DE LA PAZ,0.00,30,g_mancilla@seg.guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1248,,PGC EMPAQUES CON IMAGEN,PGC EMPAQUES CON IMAGEN,0.00,0,recursoshumanos@pgcleon.com.mx,,Efectivo,,A,PEI080306J32,,37490,León,CIUDAD INDUSTRIAL,110,,Guanajuato,León,TENERIAS,,,0.00,,,,G03
1186,,INBURSA GALERIAS,INBURSA GALERIAS SOLUCIONES A LA ORDEN Y PROYECTOS INDUSTRIALES,0.00,30,vianeth.vega@solucionesalaorden.com,,Efectivo,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1183,,ICA FLUOR OPERACIONES Y MANTENIMIENTO,ICA FLUOR OPERACIONES Y MANTENIMIENTO,0.00,30, bogarbravo@yahoo.com,,,,A,ECO120510NS3,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1156,,HOSPITAL HUANIMARO,HOSPITAL HUANIMARO,0.00,30,ispg.0837@guanajuato.gob.mx; jrazoq@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1063,,CECYTEG SAN JOSE ITURBIDE,CECYTEG SAN JOSE ITURBIDE,0.00,30,lucia.riosb@cecyteg.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1085,,CONALEP ACAMBARO,CONALEP ACAMBARO,0.00,30,paulina.castrov@conalepgto.edu.mx,,,,A,XAXX010101000,,,Acámbaro,.,.,,Guanajuato,,.,,,0.00,,,,G03
1227,,KS CHAROLAS,KS CHAROLAS SOLUCIONES DE  MEXICO,0.00,30,vianeth.vega@solucionesalaorden.com,,Efectivo,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1108,,Coordinación General de Comunicación Social,Coordinación General de Comunicación Social,0.00,30,jhernanr@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1031,,CAISES PENJAMO,CAISES PENJAMO,0.00,30,ispg.0701@guanajuato.gob.mx; mabermejor@outlook.es; financierospenjamo@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1153,,HOSPITAL GENERAL LEON,HOSPITAL GENERAL LEON,0.00,30,ispg.0807@guanajuato.gob.mx; recursosfinancieroshgrl@hotmail.com; compras.hgl.2020@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1157,,HOSPITAL IRAPUATO,HOSPITAL IRAPUATO,0.00,30,comprashgi@guanjuato.gob.mx; jfinancieros_hgi@guanajuato.gob.mx,,,,A,XAXX010101000,,,Irapuato,.,.,,Guanajuato,,.,,,0.00,,,,G03
1235,,MMM AUTOPARTS,MMM AUTOPARTS SOLUCIONES A LA ORDEN DE MEXICO,0.00,30,alejandro.chavez@solucionesalaorden.com,,Efectivo,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1188,,INE IRAPUATO JUNTA 03,INE IRAPUATO JUNTA 03,0.00,30,liz_topt@hotmail.com; info@comereco-lab.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1266,,SEG CELAYA,SEG CELAYA,0.00,30,,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1206,,INSTITUTO TECNOLOGICO SUPERIOR DE PURISIMA DEL RINCON,INSTITUTO TECNOLOGICO SUPERIOR DE PURISIMA DEL RINCON,0.00,30,omar.vg@purisima.tecnm.mx; facturacion@purisima.tecnm.mx; arturo.ma@purisima.tecnm.mx,,Efectivo,,A,ITS1411192Q2,,36425,Purísima del Rincón,.,2301,,Guanajuato,,BLVD. DEL VALLE,,,0.00,,,,G03
1275,,SERVICARTON SA DE CV,SERVICARTON SA DE CV,0.00,30,mgct@gseroc.mx,,,,A,SER030114456,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1177,,HOSPITAL TARIMORO,HOSPITAL TARIMORO,0.00,30,dvallejov@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1089,,CONALEP IRAPUATO,CONALEP IRAPUATO,0.00,30,martha.espinosap@conalepgto.edu.mx; trinidad.sanchezs@conalepgto.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1201,,INSTITUTO NACIONAL ELECTORAL,INSTITUTO NACIONAL ELECTORAL,0.00,30,liz_topt@hotmail.com,,,,A,INE140404NI0,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1307,,"VESSEL SOLUTIONS, SA DE CV","VESSEL SOLUTIONS, SA DE CV",0.00,30,hca@vessel.mx,,,,A,VSO070329RU5,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1288,,TEATRO JUAREZ,TEATRO JUAREZ,0.00,30,vituallafic@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1222,,JURISDICCION 11 SAN MIGUEL ALLENDE CAISES,JURISDICCION 11 SAN MIGUEL ALLENDE CAISES,0.00,30,ispg.0702@guanajuato.gob.mx; comprasjuris2@guanajuato.gob.mx; egaymu17@hotmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1046,,CECYTEG ABASOLO,CECYTEG ABASOLO,0.00,30,nadia.ruiz@cecyteg.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1070,,CEMIC,CEMIC,0.00,30,,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1127,,EVENTUALES CELAYA SYPI,EVENTUALES CELAYA SYPI,0.00,30,vianeth.vega@solucionesalaorden.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1213,,ITES SAN JOSE ITURBIDE,ITES SAN JOSE ITURBIDE,0.00,30,javier.rr@irapuato.tecnm.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1155,,HOSPITAL GUANAJUATO,HOSPITAL GUANAJUATO,0.00,30,ispg.0805@guanajuato.gob.mx; consuelorodriguezbarroso@gmail.com; francojtp@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1131,,FOMENTO EDUCATIVO CULTURAL AC,FOMENTO EDUCATIVO CULTURAL AC,0.00,30,josefina@comereco-lab.com,,,,A,FEC751027FX3,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1145,,HOSPITAL APASEO EL ALTO,HOSPITAL APASEO EL ALTO,0.00,30,rfin_hcapaseoelalto@guanajuato.gob.mx; navilaj@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1193,,INEGI,INEGI,0.00,30,auditor@solucionesalaorden.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1023,,CAISES COLON IRAPUATO,CAISES COLON IRAPUATO,0.00,30,ispg.0706@guanajuato.gob.mx; mslopezr@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1237,,MOTOR CITY BAJIO,MOTOR CITY BAJIO,0.00,30,gerencia@motorcitybajio.com,,,,A,MCB190226RW1,,36620,Irapuato,SANTA FE,3200,,Guanajuato,IRAPUATO,BLVD. GUERRERO,,,0.00,,,,G03
1264,,SECRETARIA DEL MIGRANTE,SECRETARIA DEL MIGRANTE,0.00,30,jatorres@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1276,,SERVICIO DE ADMINISTRACION TRIBUTARIA,SERVICIO DE ADMINISTRACION TRIBUTARIA,0.00,30,jrojasm@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1071,,CENTRO ESTATAL DE CUIDADOS CRÍTICOS  SALAMANCA,CENTRO ESTATAL DE CUIDADOS CRÍTICOS  SALAMANCA,0.00,30,erodriguezmos@guanajuato.gob.mx,,,,A,XAXX010101000,464 648 95 46 ext. 8318,,Salamanca,.,.,,Guanajuato,,.,,,0.00,,,,G03
1095,,CONALEP SALVATIERRA,CONALEP SALVATIERRA,0.00,30,miriam.cornejoh@conalepgto.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1113,,DELEGACION REGIONAL DE EDUCACION NORESTE,DELEGACION REGIONAL DE EDUCACION NORESTE,0.00,30,cedesanjose@gmail.com; m_loyola@seg.guanajauto.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1199,,INSTITUTO ESTATAL DE CAPACITACION,INSTITUTO ESTATAL DE CAPACITACION,0.00,30,mmurrietalu@guanajuato.gob.mx,,Efectivo,,A,IEC070101UU7,,36600,Irapuato,Jardines de San Antonio,1855,,Guanajuato,,Blv. Arandas,,,0.00,,,,G03
1293,,UNIDAD DE TELEVISION DE GUANAJUATO,UNIDAD DE TELEVISION DE GUANAJUATO,0.00,30,uteg.0601@guanajuato.gob.mx,,Efectivo,,A,UTG830427MG7,,37360,León,Arbide,502,,Guanajuato,,Chiapas,,,0.00,,,,G03
1073,,CERESOS,CERESOS,0.00,30,presupuestossp@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1154,,HOSPITAL GENERAL SAN LUIS DE LA PAZ,Hospital General San Luis de la Paz,0.00,30,financieroshgslpz@gmail.com; ispg.0814@guanajuato.gob.mx; hgslpazcompras17@hotmail.com,,,,A,XAXX010101000,(468) 688 48 43 Ext. 1338 ,,San Luis de la Paz,.,.,,Guanajuato,san luis de la paz,.,,,0.00,,,,G03
1229,,LSD DIAGNOSTICO DE ANALISIS CLINICOS SA DE CV,LSD DIAGNOSTICO DE ANALISIS CLINICOS SA DE CV,0.00,30,esthela.iglesias@labosd.com,,,,A,LDA121127K26,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1197,,"INSTITUTO DE INNOVACION, CIENCIA Y EMPRENDIMIENTO PARA LA COMPETITIVIDAD","INSTITUTO DE INNOVACION, CIENCIA Y EMPRENDIMIENTO PARA LA COMPETITIVIDAD",0.00,30,ngarciao@guanajuato.gob.mx,,Efectivo,,A,IIC200908QY6,,36275,Silao,OTRA NO ESPECIFICADA EN EL CATALOGO,1305,,Guanajuato,,MINERAL DE CATA,,,0.00,,,,G03
1062,,CECYTEG SAN FELIPE,CECYTEG SAN FELIPE,0.00,30,sandra.martinezg@cecyteg.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1061,,CECYTEG SALAMANCA,CECYTEG SALAMANCA,0.00,30,alma.diaz@cecyteg.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1090,,CONALEP LEON CD. INDUSTRIAL,CONALEP LEON,0.00,30,andrea.nacheza@conalepgto.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1122,,ELITE MEDICAL CELAYA,ELITE MEDICAL CELAYA,0.00,30,vianeth.vega@solucionesalaorden.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1054,,CECYTEG LEON,CECYTEG LEON,0.00,30,daniel.manriquet@cecyteg.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1215,,ITES TARIMORO,ITES TARIMORO,0.00,30,diramirez@itesi.edu.mx,,,,A,ITS951024V73,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1261,,SECRETARIA DE SEGURIDAD PUBLICA,SECRETARIA DE SEGURIDAD PUBLICA,0.00,30,jgonzalezros@guanajuato.gob.mx; presupuestossp@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1175,,HOSPITAL SAN MIGUEL ALLENDE,Hospital General San Miguel Allende ,0.00,30,ispg.0802@guanajuato.gob.mx; recmat_hgsma@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1295,,UNIVERSIDAD POLITECNICA DE PENJAMO,UNIVERSIDAD POLITECNICA DE PENJAMO,0.00,30,apcompras@uppenjamo.edu.mx,,Efectivo,,A,UPP090908J46,,36921,Pénjamo,Predio %u201CEl Derramadero%u201D,44,,Guanajuato,PENJAMO,Carretera Irapuato - La Piedad km 44,,,0.00,,,,G03
1099,,CONSTRUCTORA ICOS SA DE CV,CONSTRUCTORA ICOS SA DE CV,0.00,30,rogelio_tovar@hotmail.com,,,,A,CIC070420CS6,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1182,,HOSPITAL YURIRIA,HOSPITAL COMUNITARIO YURIRIA,0.00,30,azamudior@guanajuato.gob.mx; recmaterialeshcy@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1223,,JURISDICCION IV CAISES ACAMBARO,JURISDICCION IV CAISES ACAMBARO,0.00,30,ispg.0704@guanajuato.gob.mx; adquisiciones.js4@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1252,,PROCESOS ESPECIALIZADOS DE CARTON DE MEXICO,PROCESOS ESPECIALIZADOS DE CARTON DE MEXICO,0.00,30,luz.rios@pec.mx,,Efectivo,,A,PEC1405028T2,,37490,León,Ciudad Industrial,201,,Guanajuato,León,Aviadores,,,0.00,,,,G03
1032,,CAISES PURISIMA DEL JARDIN IRAPUATO,CAISES PURISIMA DEL JARDIN IRAPUATO,0.00,30,ispg.0706@guanajuato.gob.mx; admon.purisima@outlook.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1230,,LSF AUTOMATIZACION EN ANALISIS,LSF AUTOMATIZACION EN ANALISIS,0.00,30,recepcion@labsantafe.com,,Efectivo,,A,LAA070117RQ1,6621047165,83000,Hermosillo,HERMOSILLO CENTRO,10,,Sonora,HERMOSILLO,LUIS DONALDO COLOSIO,,,0.00,,,MAYOLA OCHOA,G03
1207,,INSTITUTO TECNOLOGICO SUPERIOR DE SALVATIERRA,INSTITUTO TECNOLOGICO SUPERIOR DE SALVATIERRA,0.00,30,mgomez@itess.edu.mx,,Efectivo,,A,ITS0908258A7,,38933,Salvatierra,Loc. Janicho,300,,Guanajuato,,Manuel Gómez Morin,,,0.00,,,,G03
1088,,CONALEP GUANAJUATO,CONALEP GUANAJUATO,0.00,30,,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1138,,GRAHAM,GRAHAM SOL DE MEX,0.00,30,auditor@solucionesalaorden.com,,Efectivo,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1112,,DELEGACION REGIONAL DE EDUCACION ESTE,DELEGACION REGIONAL DE EDUCACION ESTE,0.00,30,geg.1119@guanajuato.gob.mx; jose_estrella@seg.guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1158,,HOSPITAL JARAL DEL PROGRESO,HOSPITAL JARAL DEL PROGRESO,0.00,30,rf_hcjaral@outlook.com; jeenriquezl@guanajuato.gob.mx,,,,A,XAXX010101000,,,Jaral del Progreso,.,.,,Guanajuato,,.,,,0.00,,,,G03
1141,,HOPSITAL APASEO EL GRANDE,HOPSITAL APASEO EL GRANDE,0.00,30,ispg.0708@guanajuato.gob.mx; apesacadorc@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1092,,CONALEP MOROLEON,CONALEP MOROLEON,0.00,30,monica.lopezg@conalepgto.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1171,,HOSPITAL SALVATIERRA,HOSPITAL SALVATIERRA,0.00,30,yesilop1928@gmail.com; hg.salvatierra.compras@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1091,,CONALEP LEON III,CONALEP LEON III,0.00,30,,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1209,,ISAPEG ALMACEN CENTRAL,ISAPEG ALMACEN CENTRAL,0.00,30,bbarajasd@guanajuato.gob.mx; ispg.0502@guanajuato.gob.mx; limoralesc@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1011,,HOSPITAL ABASOLO,HOSPITAL ABASOLO,0.00,30,cpedithfajardo@gmail.com; comprashcabasolo@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1017,,ALTOPRO,ALTOPRO,0.00,30,compras.irapuato@altopro.com.mx,,Efectivo,,A,ALT830311646,,9860,Álvaro Obregón,CERRO DE LA ESTRELLA,379,,Ciudad de México,IZTAPALAPA,ESPAÑA,,,0.00,,,,G03
1039,,CAISES SANTA ANA PACUECO,CAISES SANTA ANA PACUECO,0.00,30,ispg.0706@guanajuato.gob.mx; financieros.jurisvi@gmail.com; comprasjur6@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1231,,Laboratorio Estatal de Salud Pública del Estado de Guanajuato,Laboratorio Estatal de Salud Pública del Estado de Guanajuato,0.00,30,finanzaslabgto1@guanajuato.gob.mx; ispg.0901@guanajuato.gob.mx; rfinancieros.laesap@gmail.com; compraslaesapgto@guanajuato.gob.mx,,,,A,XAXX010101000,,,León,.,.,,Guanajuato,,.,,,0.00,,,,G03
1277,,SETEX,SETEX SOLUCIONES A LA ORDEN Y PROYECTOS INDUSTRIALES,0.00,30,vianeth.vega@solucionesalaorden.com,,Efectivo,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1103,,COORDINACION GENERAL JURIDICA,COORDINACION GENERAL JURIDICA,0.00,30,mantoniop@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1118,,DIRECCION GENERAL DE REGISTRO PUBLICO DE LA PROPIEDAD,DIRECCION GENERAL DE REGISTRO PUBLICO DE LA PROPIEDAD,0.00,30,jdonatog@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1114,,DELEGACION REGIONAL DE EDUCACION NORTE,DELEGACION REGIONAL DE EDUCACION NORTE,0.00,30,geg.1119@guanajuato.gob.mx; h_arvizu@seg.guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1267,,SEG DOLORES HIDALGO,SEG DOLORES HIDALGO,0.00,30,,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1233,,MANNY,MANNY,0.00,30,enrique.velazquez@solucionesalaorden.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1049,,CECYTEG DOLORES HIDALGO,CECYTEG DOLORES HIDALGO,0.00,30,sandra.cervantesh@cecyteg.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1101,,CONTINENTAL COLINAS,CONTINENTAL COLINAS SOL MEX,0.00,30,gustavo.conde@solucionesalaorden.com,,Efectivo,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1265,,SEG ACAMBARO,SEG ACAMBARO,0.00,30,,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1035,,CAISES SALAMANCA,CAISES SALAMANCA,0.00,30,msgarciaperez@guanajuato.gob.mx,,,,A,XAXX010101000,"01 464 648 00 01, 648 00 09 EXT. 107",,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1097,,CONALEP SAN JOSE ITURBIDE,CONALEP SAN JOSE ITURBIDE,0.00,30, eloy.perezc@conalepgto.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1228,,KS TINAS SOLUCIONES DE MEXICO,KS TINAS SOL MEX,0.00,30,vianeth.vega@solucionesalaorden.com,,Efectivo,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1217,,INSTITUTO DE FORMACION EN SEGURIDAD PUBLICA DEL ESTADO,INSTITUTO DE FORMACION EN SEGURIDAD PUBLICA DEL ESTADO,0.00,30, agonzalezhe@guanajuato.gob.mx,,Efectivo,,A,IFS181114C46,,36250,Guanajuato,MARFIL CENTRO,KILOMETRO 7.5,,Guanajuato,,GUANAJUATO JUVENTINO ROSAS,,,0.00,,,,G03
1301,,UNIVERSIDAD TECNOLOGICA DEL NORTE DE GUANAJUATO,UNIVERSIDAD TECNOLOGICA DEL NORTE DE GUANAJUATO,0.00,30,laura.arellano@utng.edu.mx; hector.godinez@utng.edu.mx; utng.0401@guanajuato.gob.mx,,Efectivo,,A,UTN9311127P0,,37800,Dolores Hidalgo Cuna de la Independencia Nacional,Fracc. Universidad,34,,Guanajuato,,AV. EDUCACIÓN TECNOLÓGICA,,,0.00,,,,G03
1098,,CONALEP VALLE,CONALEP VALLE,0.00,30,braulio.sierraf@conalepgto.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1036,,CAISES SAN DIEGO DE LA UNION,CAISES SAN DIEGO DE LA UNION,0.00,30,ispg.0701@guanajuato.gob.mx; ereyna1280@gmail.com; diego_santes@hotmail.com,,,,A,XAXX010101000,,,San Diego de la Unión,.,.,,Guanajuato,,.,,,0.00,,,,G03
1052,,CECYTEG IRAPUATO PLANTEL II,CECYTEG IRAPUATO PLANTEL II,0.00,30,maria.perezv@cecyteg.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1273,,SEG SAN LUIS DE LA PAZ,SEG SAN LUIS DE LA PAZ,0.00,30,,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1254,,RECURSOS FINANCIEROS LRS,RECURSOS FINANCIEROS LRS,0.00,30,rfinancieros.laesap@gmail.com,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1120,,Delegación Regional de Educación Sur Oeste,Delegación Regional de Educación Sur Oeste,0.00,30,geg.1124@guanajuato.gob.mx; e_sanchezm@seg.guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1015,,ADRIANA ELIZABETH VELAZQUEZ,ADRIANA ELIZABETH VELAZQUEZ,0.00,30,,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1060,,CECYTEG ROMITA,CECYTEG ROMITA,0.00,30,felix.guadian@cecyteg.edu.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1026,,CAISES GALAXIA EL NARANJAL IRAPUATO,CAISES Galaxia el Naranjal irapuato,0.00,30,ispg.0706@guanajuato.gob.mx; jjsandoval@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1184,,IMPLEMENTACION Y DESARROLLO DE PROYECTOS,IMPLEMENTACION Y DESARROLLO DE PROYECTOS,0.00,30,eduardo.delgado@mx-idp.com; sara.celis@mx-ldp.com,,,,A,IDP180816IW5,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
1033,,CAISES Purisima del Rincon VIII,CAISES Purisima del Rincon VIII,0.00,30,proveedores_purisima@hotmail.com; bgarciag@guanajuato.gob.mx,,,,A,XAXX010101000,,,Aguascalientes,.,.,,Aguascalientes,,.,,,0.00,,,,G03
